id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rumah_sakit,jenis_rumah_sakit,kelas_rumah_sakit,tahun
406,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT,RUMAH SAKIT UMUM,B,2020
407,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH SOREANG,RUMAH SAKIT UMUM,C,2020
408,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH CICALENGKA,RUMAH SAKIT UMUM,C,2020
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM BINA SEHAT,RUMAH SAKIT UMUM,D,2020
410,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM AMC,RUMAH SAKIT UMUM,C,2020
411,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM TNI AU LANUD SULAIMAN,RUMAH SAKIT UMUM,D,2020
412,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UNGGUL KARSA MEDIKA,RUMAH SAKIT UMUM,C,2020
413,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH KESEHATAN KERJA,RUMAH SAKIT UMUM,D,2020
414,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM KARYA PANGALENGAN BHAKTI SEHAT,RUMAH SAKIT UMUM,D,2020
415,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH DR. SLAMET GARUT,RUMAH SAKIT UMUM,B,2020
416,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM TK IV GUNTUR,RUMAH SAKIT UMUM,C,2020
417,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR,RUMAH SAKIT UMUM,D,2020
418,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM NURHAYATI GARUT,RUMAH SAKIT UMUM,D,2020
419,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM ANNISA QUEEN,RUMAH SAKIT UMUM,D,2020
420,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM INTAN HUSADA,RUMAH SAKIT UMUM,C,2020
421,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RS UMUM DAERAH SINGAPARNA MEDIKA CITRAUTAMA,RUMAH SAKIT UMUM,C,2020
422,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RS IBU DAN ANAK RESPATI,RUMAH SAKIT IBU DAN ANAK,C,2020
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RS UMUM DAERAH KAB. CIAMIS,RUMAH SAKIT UMUM,C,2020
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RS UMUM PERMATA BUNDA,RUMAH SAKIT UMUM,D,2020
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RS UMUM AL - ARIF,RUMAH SAKIT UMUM,D,2020
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RSU DADI KELUARGA CIAMIS,RUMAH SAKIT UMUM,C,2020
427,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RS KHUSUS BEDAH RSOP CIAMIS,RUMAH SAKIT KHUSUS BEDAH,BELUM DITETAPKAN,2020
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM DAERAH 45 KUNINGAN,RUMAH SAKIT UMUM,B,2020
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM WIJAYA KUSUMAH,RUMAH SAKIT UMUM,C,2020
430,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM SEKAR KAMULYAN,RUMAH SAKIT UMUM,C,2020
431,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM JUANDA,RUMAH SAKIT UMUM,C,2020
432,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM EL - SYIFA,RUMAH SAKIT UMUM,D,2020
433,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM KUNINGAN MEDICAL CENTER,RUMAH SAKIT UMUM,C,2020
434,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM DAERAH LINGGAJATI KUNINGAN,RUMAH SAKIT UMUM,C,2020
435,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM KMC LURAGUNG,RUMAH SAKIT UMUM,D,2020
436,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS JANTUNG HASNA MEDIKA KUNINGAN,RUMAH SAKIT KHUSUS JANTUNG,C,2020
437,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS UMUM ARIAKAMUNING,RUMAH SAKIT UMUM,D,2020
438,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS MITRA HUSADA CIAWIGEBANG,RUMAH SAKIT UMUM,D,2020
439,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RS PERMATA,RUMAH SAKIT UMUM,C,2020
440,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM DAERAH WALED,RUMAH SAKIT UMUM,B,2020
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS PERTAMINA CIREBON,RUMAH SAKIT UMUM,C,2020
442,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS PARU PROVINSI JAWA BARAT,RUMAH SAKIT KHUSUS PARU,B,2020
443,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM DAERAH ARJAWINANGUN,RUMAH SAKIT UMUM,B,2020
444,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM MITRA PLUMBON,RUMAH SAKIT UMUM,B,2020
445,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM SUMBER HURIP,RUMAH SAKIT UMUM,C,2020
446,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM SUMBER WARAS,RUMAH SAKIT UMUM,B,2020
447,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM UNIVERSITAS MUHAMMADIYAH CIREBON,RUMAH SAKIT UMUM,C,2020
448,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS IBU DAN ANAK KHALISHAH,RUMAH SAKIT IBU DAN ANAK,C,2020
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS JANTUNG HASNA MEDIKA,RUMAH SAKIT KHUSUS JANTUNG,B,2020
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS UMUM PERMATA CIREBON,RUMAH SAKIT UMUM,B,2020
451,32,JAWA BARAT,3209,KABUPATEN CIREBON,RS PASAR MINGGU,RUMAH SAKIT UMUM,D,2020
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RS UMUM DAERAH MAJALENGKA,RUMAH SAKIT UMUM,C,2020
453,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RS UMUM DAERAH CIDERES,RUMAH SAKIT UMUM,C,2020
454,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RS BEDAH BUDI KASIH,RUMAH SAKIT KHUSUS BEDAH,C,2020
455,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RS IBU DAN ANAK MITRA PLUMBON MAJALENGKA,RUMAH SAKIT IBU DAN ANAK,C,2020
456,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RSIA LIVASYA,RUMAH SAKIT IBU DAN ANAK,C,2020
457,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RS UMUM DAERAH SUMEDANG,RUMAH SAKIT UMUM,B,2020
458,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RS UMUM PAKUWON,RUMAH SAKIT UMUM,C,2020
459,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RS UMUM HARAPAN KELUARGA,RUMAH SAKIT UMUM,D,2020
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM DAERAH KAB. INDRAMAYU,RUMAH SAKIT UMUM,B,2020
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM DAERAH M.A. SENTOT PATROL,RUMAH SAKIT UMUM,C,2020
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM PERMATA MEDICAL CENTER,RUMAH SAKIT UMUM,D,2020
463,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM BHAYANGKARA INDRAMAYU,RUMAH SAKIT UMUM,C,2020
464,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM MM INDRAMAYU,RUMAH SAKIT UMUM,D,2020
465,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM PERTAMINA BALONGAN INDRAMAYU,RUMAH SAKIT UMUM,D,2020
466,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM DAERAH MURSID IBNU SYAFIUDDIN,RUMAH SAKIT UMUM,BELUM DITETAPKAN,2020
467,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM SYAHID AL IRSYAD,RUMAH SAKIT UMUM,D,2020
468,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS IBU DAN ANAK IRHAMNA INDRAMAYU,RUMAH SAKIT IBU DAN ANAK,C,2020
469,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS MITRA PLUMBON INDRAMAYU,RUMAH SAKIT UMUM,C,2020
470,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RS UMUM SENTRA MEDIKA LANGUT,RUMAH SAKIT UMUM,D,2020
471,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM DAERAH SUBANG,RUMAH SAKIT UMUM,B,2020
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM PTPN VIII,RUMAH SAKIT UMUM,D,2020
473,32,JAWA BARAT,3213,KABUPATEN SUBANG,RSAU DR. HOEDIYONO,RUMAH SAKIT UMUM,D,2020
474,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM MUTIARA HATI,RUMAH SAKIT UMUM,C,2020
475,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM PAMANUKAN MEDICAL CENTER (PMC),RUMAH SAKIT UMUM,C,2020
476,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM HAJI SYAIFUL ANWAR,RUMAH SAKIT UMUM,D,2020
477,32,JAWA BARAT,3213,KABUPATEN SUBANG,RS UMUM KHARISMA,RUMAH SAKIT UMUM,D,2020
478,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT BERSALIN GRHA MUTIARA,RUMAH SAKIT IBU DAN ANAK,C,2020
479,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM DAERAH BAYU ASIH,RUMAH SAKIT UMUM,B,2020
480,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM SILOAM PURWAKARTA,RUMAH SAKIT UMUM,B,2020
481,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM DR. ABDUL RADJAK,RUMAH SAKIT UMUM,B,2020
482,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS IBU DAN ANAK ASRI,RUMAH SAKIT IBU DAN ANAK,C,2020
483,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM RAMA HADI,RUMAH SAKIT UMUM,C,2020
484,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM AMIRA,RUMAH SAKIT UMUM,C,2020
485,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS KHUSUS IBU DAN ANAK DIAN,RUMAH SAKIT IBU DAN ANAK,C,2020
486,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM HOLISTIC PURWAKARTA,RUMAH SAKIT UMUM,D,2020
487,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM BHAKTI HUSADA II PURWAKARTA,RUMAH SAKIT UMUM,C,2020
488,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS UMUM KARINA MEDIKA,RUMAH SAKIT UMUM,D,2020
489,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RS KHUSUS IBU DAN ANAK BUNDA FATHIA,RUMAH SAKIT UMUM,C,2020
490,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM DAERAH KARAWANG,RUMAH SAKIT UMUM,B,2020
491,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM DEWI SRI,RUMAH SAKIT UMUM,C,2020
492,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM BAYUKARTA,RUMAH SAKIT UMUM,C,2020
493,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM KARYA HUSADA,RUMAH SAKIT UMUM,C,2020
494,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM ISLAM KARAWANG,RUMAH SAKIT UMUM,C,2020
495,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM PROKLAMASI,RUMAH SAKIT UMUM,C,2020
496,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM SARASWATI,RUMAH SAKIT UMUM,C,2020
497,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM MANDAYA,RUMAH SAKIT UMUM,C,2020
498,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM DELIMA ASIH,RUMAH SAKIT UMUM,D,2020
499,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM IZZA,RUMAH SAKIT UMUM,C,2020
500,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS IBU DAN ANAK DR. DJOKO PRAMONO,RUMAH SAKIT IBU DAN ANAK,C,2020
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM CITRA SARI HUSADA,RUMAH SAKIT UMUM,C,2020
502,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM FIKRI MEDIKA,RUMAH SAKIT UMUM,C,2020
503,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM LIRA MEDIKA,RUMAH SAKIT UMUM,C,2020
504,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM PURI ASIH,RUMAH SAKIT UMUM,C,2020
505,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM SENTRAL MEDIKA,RUMAH SAKIT UMUM,D,2020
506,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM HELSA,RUMAH SAKIT UMUM,C,2020
507,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM SENTUL,RUMAH SAKIT UMUM,C,2020
508,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM ROSELA,RUMAH SAKIT UMUM,C,2020
509,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM MITRA FAMILY,RUMAH SAKIT UMUM,C,2020
510,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM AMANDA MITRA KELUARGA,RUMAH SAKIT UMUM,D,2020
511,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM PRIMAYA,RUMAH SAKIT UMUM,C,2020
512,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS UMUM HERMINA,RUMAH SAKIT UMUM,C,2020
513,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RS KHUSUS PARU KARAWANG,RUMAH SAKIT KHUSUS PARU,C,2020
514,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD KABUPATEN BEKASI,RUMAH SAKIT UMUM,B,2020
515,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSUD CABANG BUNGIN,RUMAH SAKIT UMUM,D,2020
516,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU BHAKTI HUSADA,RUMAH SAKIT UMUM,C,2020
517,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU KARYA MEDIKA I,RUMAH SAKIT UMUM,C,2020
518,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ANNISA CIKARANG,RUMAH SAKIT UMUM,C,2020
519,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU SILOAM HOSPITALS,RUMAH SAKIT UMUM,B,2020
520,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU SENTRA MEDIKA,RUMAH SAKIT UMUM,B,2020
521,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU HOSANA MEDIKA,RUMAH SAKIT UMUM,C,2020
522,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU HERMINA GRAND WISATA,RUMAH SAKIT UMUM,B,2020
523,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU MEDIROSSA CIKARANG,RUMAH SAKIT UMUM,C,2020
524,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU KARTIKA HUSADA TAMBUN,RUMAH SAKIT UMUM,C,2020
525,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU MULTAZAM MEDIKA,RUMAH SAKIT UMUM,C,2020
526,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU HARAPAN KELUARGA JABABEKA,RUMAH SAKIT UMUM,C,2020
527,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU AMANDA CIKARANG SELATAN,RUMAH SAKIT UMUM,C,2020
528,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU DOKTER ADAM THALIB,RUMAH SAKIT UMUM,C,2020
529,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU MITRA KELUARGA CIKARANG,RUMAH SAKIT UMUM,B,2020
530,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ASRI MEDIKA,RUMAH SAKIT UMUM,C,2020
531,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA MITRA MEDIKA NAROM,RUMAH SAKIT IBU DAN ANAK,C,2020
532,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU UNIMEDIKA,RUMAH SAKIT UMUM,C,2020
533,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU CIBITUNG MEDIKA,RUMAH SAKIT UMUM,C,2020
534,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU METRO HOSPITALIS,RUMAH SAKIT UMUM,C,2020
535,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA CAHAYA MEDIKA,RUMAH SAKIT IBU DAN ANAK,C,2020
536,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU HARAPAN MULIA,RUMAH SAKIT UMUM,C,2020
537,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU CIKARANG MEDIKA,RUMAH SAKIT UMUM,C,2020
538,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU KARTIKA HUSADA SETU,RUMAH SAKIT UMUM,C,2020
539,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU AMANDA CIKARANG,RUMAH SAKIT UMUM,C,2020
540,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU RIDHOKA SALMA,RUMAH SAKIT UMUM,C,2020
541,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU PERMATA KELUARGA LIPPO CIKARANG,RUMAH SAKIT UMUM,C,2020
542,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU TIARA,RUMAH SAKIT UMUM,C,2020
543,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU AS-SHOFWAN,RUMAH SAKIT UMUM,D,2020
544,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU MEDIROSSA CIBARUSAH,RUMAH SAKIT UMUM,C,2020
545,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU PUSPA HUSADA,RUMAH SAKIT UMUM,D,2020
546,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA GIZAR,RUMAH SAKIT IBU DAN ANAK,C,2020
547,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU BUNDA MULIA,RUMAH SAKIT UMUM,D,2020
548,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU KASIH INSANI SUKATANI,RUMAH SAKIT UMUM,D,2020
549,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA SAYANG BUNDA,RUMAH SAKIT IBU DAN ANAK,C,2020
550,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU BUDI ASIH,RUMAH SAKIT IBU DAN ANAK,D,2020
551,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU OMNI CIKARANG,RUMAH SAKIT UMUM,B,2020
552,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU TARUMAJAYA,RUMAH SAKIT UMUM,D,2020
553,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU PINNA,RUMAH SAKIT UMUM,D,2020
554,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU DR IQBALI TAUFAN,RUMAH SAKIT UMUM,D,2020
555,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU PERMATA KELUARGA JABABEKA,RUMAH SAKIT UMUM,C,2020
556,32,JAWA BARAT,3216,KABUPATEN BEKASI,RS CENKA,RUMAH SAKIT UMUM,C,2020
557,32,JAWA BARAT,3216,KABUPATEN BEKASI,RS PERMATA BUNDA,RUMAH SAKIT UMUM,D,2020
558,32,JAWA BARAT,3216,KABUPATEN BEKASI,RS GRHA MM2100,RUMAH SAKIT UMUM,C,2020
559,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA AISYAH QURRATU'AIN,RUMAH SAKIT UMUM,C,2020
560,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA NURUL ANNISA,RUMAH SAKIT IBU DAN ANAK,D,2020
561,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ANANDA BABELAN,RUMAH SAKIT UMUM,C,2020
562,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU KARYA MEDIKA II,RUMAH SAKIT UMUM,C,2020
563,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU EKA BEKASI,RUMAH SAKIT UMUM,B,2020
564,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS JIWA PROVINSI JAWA BARAT,RUMAH SAKIT KHUSUS JIWA,A,2020
565,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM CAHYA KAWALUYAN,RUMAH SAKIT UMUM,C,2020
566,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CILILIN,RUMAH SAKIT UMUM,D,2020
567,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH LEMBANG,RUMAH SAKIT UMUM,D,2020
568,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM KARISMA,RUMAH SAKIT UMUM,D,2020
569,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM IMC,RUMAH SAKIT UMUM,D,2020
570,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CIKALONG WETAN,RUMAH SAKIT UMUM,D,2020
571,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS IBU DAN ANAK KARTINI,RUMAH SAKIT IBU DAN ANAK,C,2020
572,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS IBU DAN ANAK GRAHA MEDIKA PADALARANG,RUMAH SAKIT IBU DAN ANAK,C,2020
573,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RSUD PANDEGA PANGANDARAN,RUMAH SAKIT UMUM,C,2020
574,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM ISLAM BOGOR,RUMAH SAKIT UMUM,C,2020
575,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,RUMAH SAKIT UMUM,B,2020
576,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,RUMAH SAKIT UMUM,C,2020
577,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,RUMAH SAKIT KHUSUS JIWA,A,2020
578,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,RUMAH SAKIT UMUM,C,2020
579,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,RUMAH SAKIT UMUM,B,2020
580,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,RUMAH SAKIT UMUM,B,2020
581,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,RUMAH SAKIT UMUM,C,2020
582,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,RUMAH SAKIT UMUM,C,2020
583,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM PMI BOGOR,RUMAH SAKIT IBU DAN ANAK,C,2020
584,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SALAK,RUMAH SAKIT UMUM,C,2020
585,32,JAWA BARAT,3271,KOTA BOGOR,RS JIWA DR. H. MARZOEKI MAHDI,RUMAH SAKIT UMUM,C,2020
586,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM AZRA,RUMAH SAKIT UMUM,C,2020
587,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM DAERAH KOTA BOGOR,RUMAH SAKIT IBU DAN ANAK,C,2020
588,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,RUMAH SAKIT UMUM,C,2020
589,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,RUMAH SAKIT UMUM,C,2020
590,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,RUMAH SAKIT IBU DAN ANAK,C,2020
591,32,JAWA BARAT,3271,KOTA BOGOR,RSIA BERSALIN PASUTRI,RUMAH SAKIT UMUM,C,2020
592,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,RUMAH SAKIT UMUM,D,2020
593,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,RUMAH SAKIT UMUM,D,2020
594,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,RUMAH SAKIT IBU DAN ANAK,BELUM DITETAPKAN,2020
595,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,RUMAH SAKIT UMUM,B,2020
596,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,RUMAH SAKIT UMUM,D,2020
597,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,RUMAH SAKIT UMUM,C,2020
598,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,RUMAH SAKIT UMUM,D,2020
599,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,RUMAH SAKIT UMUM,C,2020
600,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,RUMAH SAKIT UMUM,D,2020
601,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,RUMAH SAKIT UMUM,A,2020
602,32,JAWA BARAT,3273,KOTA BANDUNG,RSU SANTOSA CENTRAL,RUMAH SAKIT UMUM,B,2020
603,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,RUMAH SAKIT UMUM,B,2020
604,32,JAWA BARAT,3273,KOTA BANDUNG,RSAU DR. M .SALAMUN,RUMAH SAKIT UMUM,C,2020
605,32,JAWA BARAT,3273,KOTA BANDUNG,RSU AL ISLAM,RUMAH SAKIT UMUM,B,2020
606,32,JAWA BARAT,3273,KOTA BANDUNG,RSU IMMANUEL,RUMAH SAKIT UMUM,C,2020
607,32,JAWA BARAT,3273,KOTA BANDUNG,RSU ADVENT,RUMAH SAKIT UMUM,B,2020
608,32,JAWA BARAT,3273,KOTA BANDUNG,RSU SANTO BORROMEUS,RUMAH SAKIT UMUM,B,2020
